 T: 2018-06-20 14:06:48,314 |L: DEBUG |TH: Agent: adapter run thread for test 'LoginAsROLUser' with id 'debdf972-8295-4b65-9b67-7fb4ca2c67cf' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:11,973 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:11,975 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:11,975 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:34,136 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:34,136 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:34,138 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:34,138 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:34,225 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:34,225 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~TestCaseName  = CommonAcceptanceTestDefinitions ~ ScenarioName =User forgot the passsword and reset it ~ Result = Assert Passed ~ Message=  ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:34,225 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:34,227 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:34,227 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:34,273 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:34,273 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:34,301 |L: DEBUG |TH: Agent: adapter run thread for test 'DisplayWalletTransactions_UserIsAbleToViewTheCardBalanceIfHeHasSPCardOnly' with id '6bbdc815-40c8-4006-9783-3ac9b1ace339' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:34,301 |L: DEBUG |TH: Agent: adapter run thread for test 'DisplayWalletTransactions_UserIsAbleToViewTheCardBalanceIfHeHasSPCardOnly' with id '6bbdc815-40c8-4006-9783-3ac9b1ace339' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:34,301 |L: DEBUG |TH: Agent: adapter run thread for test 'DisplayWalletTransactions_UserIsAbleToViewTheCardBalanceIfHeHasSPCardOnly' with id '6bbdc815-40c8-4006-9783-3ac9b1ace339' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:34,356 |L: DEBUG |TH: Agent: adapter run thread for test 'DisplayWalletTransactions_UserIsAbleToViewTheCardBalanceIfHeHasSPCardOnly' with id '6bbdc815-40c8-4006-9783-3ac9b1ace339' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:40,382 |L: DEBUG |TH: Agent: adapter run thread for test 'DisplayWalletTransactions_UserIsAbleToViewTheCardBalanceIfHeHasSPCardOnly' with id '6bbdc815-40c8-4006-9783-3ac9b1ace339' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:40,382 |L: DEBUG |TH: Agent: adapter run thread for test 'DisplayWalletTransactions_UserIsAbleToViewTheCardBalanceIfHeHasSPCardOnly' with id '6bbdc815-40c8-4006-9783-3ac9b1ace339' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:40,388 |L: DEBUG |TH: Agent: adapter run thread for test 'DisplayWalletTransactions_UserIsAbleToViewTheCardBalanceIfHeHasSPCardOnly' with id '6bbdc815-40c8-4006-9783-3ac9b1ace339' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:40,393 |L: DEBUG |TH: Agent: adapter run thread for test 'DisplayWalletTransactions_UserIsAbleToViewTheCardBalanceIfHeHasSPCardOnly' with id '6bbdc815-40c8-4006-9783-3ac9b1ace339' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:40,634 |L: DEBUG |TH: Agent: adapter run thread for test 'DisplayWalletTransactions_UserIsAbleToViewTheCardBalanceIfHeHasSPCardOnly' with id '6bbdc815-40c8-4006-9783-3ac9b1ace339' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:40,634 |L: DEBUG |TH: Agent: adapter run thread for test 'DisplayWalletTransactions_UserIsAbleToViewTheCardBalanceIfHeHasSPCardOnly' with id '6bbdc815-40c8-4006-9783-3ac9b1ace339' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~TestCaseName  = TransactionDefination ~ ScenarioName =Display Wallet Transactions - User is able to view the card balance if he has SP Card Only ~ Result = Assert Passed ~ Message=  ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:40,634 |L: DEBUG |TH: Agent: adapter run thread for test 'DisplayWalletTransactions_UserIsAbleToViewTheCardBalanceIfHeHasSPCardOnly' with id '6bbdc815-40c8-4006-9783-3ac9b1ace339' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:40,636 |L: DEBUG |TH: Agent: adapter run thread for test 'DisplayWalletTransactions_UserIsAbleToViewTheCardBalanceIfHeHasSPCardOnly' with id '6bbdc815-40c8-4006-9783-3ac9b1ace339' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:40,636 |L: DEBUG |TH: Agent: adapter run thread for test 'DisplayWalletTransactions_UserIsAbleToViewTheCardBalanceIfHeHasSPCardOnly' with id '6bbdc815-40c8-4006-9783-3ac9b1ace339' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:40,946 |L: DEBUG |TH: Agent: adapter run thread for test 'DisplayWalletTransactions_UserIsAbleToViewTheCardBalanceIfHeHasSPCardOnly' with id '6bbdc815-40c8-4006-9783-3ac9b1ace339' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:40,946 |L: DEBUG |TH: Agent: adapter run thread for test 'DisplayWalletTransactions_UserIsAbleToViewTheCardBalanceIfHeHasSPCardOnly' with id '6bbdc815-40c8-4006-9783-3ac9b1ace339' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~TestCaseName  = TransactionDefination ~ ScenarioName =Display Wallet Transactions - User is able to view the card balance if he has SP Card Only ~ Result = Assert Passed ~ Message=  ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:40,946 |L: DEBUG |TH: Agent: adapter run thread for test 'DisplayWalletTransactions_UserIsAbleToViewTheCardBalanceIfHeHasSPCardOnly' with id '6bbdc815-40c8-4006-9783-3ac9b1ace339' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:40,949 |L: DEBUG |TH: Agent: adapter run thread for test 'DisplayWalletTransactions_UserIsAbleToViewTheCardBalanceIfHeHasSPCardOnly' with id '6bbdc815-40c8-4006-9783-3ac9b1ace339' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:40,950 |L: DEBUG |TH: Agent: adapter run thread for test 'DisplayWalletTransactions_UserIsAbleToViewTheCardBalanceIfHeHasSPCardOnly' with id '6bbdc815-40c8-4006-9783-3ac9b1ace339' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:45,986 |L: DEBUG |TH: Agent: adapter run thread for test 'DisplayWalletTransactions_UserIsAbleToViewTheCardBalanceIfHeHasSPCardOnly' with id '6bbdc815-40c8-4006-9783-3ac9b1ace339' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:45,986 |L: DEBUG |TH: Agent: adapter run thread for test 'DisplayWalletTransactions_UserIsAbleToViewTheCardBalanceIfHeHasSPCardOnly' with id '6bbdc815-40c8-4006-9783-3ac9b1ace339' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~TestCaseName  = TransactionDefination ~ ScenarioName =Display Wallet Transactions - User is able to view the card balance if he has SP Card Only ~ Result = Assert Passed ~ Message=  ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:45,986 |L: DEBUG |TH: Agent: adapter run thread for test 'DisplayWalletTransactions_UserIsAbleToViewTheCardBalanceIfHeHasSPCardOnly' with id '6bbdc815-40c8-4006-9783-3ac9b1ace339' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:45,997 |L: DEBUG |TH: Agent: adapter run thread for test 'LogoutAsROLUser' with id '5ff3f806-5979-43c2-9bf4-ab850f89b0aa' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:45,997 |L: DEBUG |TH: Agent: adapter run thread for test 'LogoutAsROLUser' with id '5ff3f806-5979-43c2-9bf4-ab850f89b0aa' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:45,997 |L: DEBUG |TH: Agent: adapter run thread for test 'LogoutAsROLUser' with id '5ff3f806-5979-43c2-9bf4-ab850f89b0aa' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:46,056 |L: DEBUG |TH: Agent: adapter run thread for test 'LogoutAsROLUser' with id '5ff3f806-5979-43c2-9bf4-ab850f89b0aa' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:48,642 |L: DEBUG |TH: Agent: adapter run thread for test 'LogoutAsROLUser' with id '5ff3f806-5979-43c2-9bf4-ab850f89b0aa' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:48,642 |L: DEBUG |TH: Agent: adapter run thread for test 'LogoutAsROLUser' with id '5ff3f806-5979-43c2-9bf4-ab850f89b0aa' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:48,645 |L: DEBUG |TH: Agent: adapter run thread for test 'LogoutAsROLUser' with id '5ff3f806-5979-43c2-9bf4-ab850f89b0aa' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:48,645 |L: DEBUG |TH: Agent: adapter run thread for test 'LogoutAsROLUser' with id '5ff3f806-5979-43c2-9bf4-ab850f89b0aa' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:48,729 |L: DEBUG |TH: Agent: adapter run thread for test 'LogoutAsROLUser' with id '5ff3f806-5979-43c2-9bf4-ab850f89b0aa' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:48,729 |L: DEBUG |TH: Agent: adapter run thread for test 'LogoutAsROLUser' with id '5ff3f806-5979-43c2-9bf4-ab850f89b0aa' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~TestCaseName  = CommonAcceptanceTestDefinitions ~ ScenarioName =Logout as ROL User ~ Result = Assert Passed ~ Message=  ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:48,729 |L: DEBUG |TH: Agent: adapter run thread for test 'LogoutAsROLUser' with id '5ff3f806-5979-43c2-9bf4-ab850f89b0aa' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:48,753 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:48,753 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:48,753 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:48,767 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:49,482 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:49,482 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:49,491 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:49,492 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:49,545 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:49,545 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:49,589 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:56,186 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:56,186 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:56,186 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:56,188 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:56,188 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:56,291 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:56,291 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~TestCaseName  = CommonAcceptanceTestDefinitions ~ ScenarioName =No Reibusment message to be displayed ~ Result = Assert Passed ~ Message=  ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:56,291 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:56,298 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:56,298 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:56,298 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:56,357 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:09:00,388 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
